epoch,loss,val_loss,mae,val_mae
1,4.6606245040893555,4.018425941467285,9.170866966247559,7.909193992614746
2,4.302129745483398,3.4643614292144775,8.488662719726562,6.819797515869141
3,2.849792718887329,2.34892201423645,5.586049556732178,4.574689865112305
4,0.6569327116012573,1.5489332675933838,1.1628254652023315,2.9835734367370605
5,0.4746392071247101,1.5611704587936401,0.8128527998924255,3.0291454792022705
6,0.46822741627693176,1.608590841293335,0.81797856092453,3.1401474475860596
7,0.45345962047576904,1.4745033979415894,0.8095108866691589,2.8827192783355713
8,0.4129195213317871,1.4057594537734985,0.7408478260040283,2.763734817504883
9,0.40701472759246826,1.3776204586029053,0.7475573420524597,2.7087807655334473
10,0.37949293851852417,1.2127665281295776,0.7000267505645752,2.406491756439209
11,0.3749563992023468,1.159722924232483,0.7035778164863586,2.311333656311035
12,0.3909049332141876,1.1332824230194092,0.7463024258613586,2.266197443008423
13,0.3741421401500702,1.1096646785736084,0.7269790172576904,2.2361397743225098
14,0.3597428500652313,0.9949830174446106,0.705488920211792,2.006896734237671
15,0.33524665236473083,0.9646276831626892,0.665538489818573,1.9495834112167358
16,0.36456066370010376,0.969489336013794,0.7337320446968079,1.978393793106079
17,0.35667726397514343,0.8308942317962646,0.7233483791351318,1.7003709077835083
18,0.33569687604904175,0.8146255612373352,0.690132200717926,1.6820497512817383
19,0.33020949363708496,0.8175669312477112,0.6901974678039551,1.6953741312026978
20,0.32690635323524475,0.8321309685707092,0.6784927248954773,1.7317852973937988
21,0.32756561040878296,0.7423914074897766,0.6896920204162598,1.555950403213501
22,0.3421905040740967,0.674213707447052,0.7221965193748474,1.420142650604248
23,0.3107922077178955,0.6512776017189026,0.6625141501426697,1.38348388671875
24,0.30445238947868347,0.5845829844474792,0.6581279039382935,1.2498478889465332
25,0.3122658133506775,0.6062168478965759,0.673923671245575,1.298390507698059
26,0.31368255615234375,0.6526631712913513,0.6802239418029785,1.395167350769043
27,0.3077181279659271,0.5720701217651367,0.6730830669403076,1.22987699508667
28,0.303020179271698,0.5721824765205383,0.6696391701698303,1.2370184659957886
29,0.2998763620853424,0.341916561126709,0.6662243008613586,0.7623269557952881
30,0.2938784658908844,0.41024377942085266,0.6548959016799927,0.9151044487953186
31,0.2884998321533203,0.35745927691459656,0.6408872008323669,0.8049275875091553
32,0.288256973028183,0.27451279759407043,0.6437267065048218,0.6267337799072266
33,0.2886076867580414,0.2994367480278015,0.6505946516990662,0.688184916973114
34,0.2771390676498413,0.24575266242027283,0.6257283687591553,0.5804955959320068
35,0.28813329339027405,0.2212669402360916,0.6511653065681458,0.5238507390022278
36,0.27437031269073486,0.20346368849277496,0.6295856833457947,0.48647287487983704
37,0.2734719216823578,0.2268584966659546,0.629168689250946,0.5465539693832397
38,0.26650357246398926,0.18419194221496582,0.6149784922599792,0.4473392069339752
39,0.2784907817840576,0.1620536744594574,0.647101640701294,0.3918861746788025
40,0.2627371549606323,0.189198300242424,0.6153685450553894,0.4595962166786194
41,0.2741626501083374,0.21861961483955383,0.6424773931503296,0.5346189737319946
42,0.26457133889198303,0.16399015486240387,0.6197908520698547,0.4056454598903656
43,0.2545062303543091,0.1874198019504547,0.605425238609314,0.46672698855400085
44,0.26723340153694153,0.16241922974586487,0.6306121349334717,0.4059484601020813
45,0.2506501376628876,0.15469972789287567,0.6060218811035156,0.39185672998428345
46,0.2540348768234253,0.13757136464118958,0.6085472106933594,0.34940600395202637
47,0.2617443799972534,0.13197138905525208,0.6265020966529846,0.3369903266429901
48,0.25899171829223633,0.14313124120235443,0.621172308921814,0.3680040240287781
49,0.2745172083377838,0.13993103802204132,0.659464418888092,0.3660469651222229
50,0.2561345398426056,0.1771519035100937,0.6190774440765381,0.45271748304367065
51,0.26348909735679626,0.15385158360004425,0.6388161182403564,0.39883118867874146
52,0.24866871535778046,0.14773869514465332,0.6100763082504272,0.38734638690948486
53,0.24578574299812317,0.13084161281585693,0.6096811890602112,0.3469948172569275
54,0.23583146929740906,0.12667392194271088,0.5857366323471069,0.3406122028827667
55,0.2527324855327606,0.12120570242404938,0.619835615158081,0.32617175579071045
