epoch,loss,val_loss,mae,val_mae
1,4.217044353485107,3.592623472213745,8.258549690246582,7.0152130126953125
2,2.890829563140869,2.7538068294525146,5.612178802490234,5.336126327514648
3,1.0858664512634277,2.2049882411956787,1.9783380031585693,4.200604438781738
4,0.5654358267784119,1.920296311378479,0.9400989413261414,3.6751582622528076
5,0.41105759143829346,2.031583309173584,0.6452207565307617,3.933063268661499
6,0.35784754157066345,2.0393290519714355,0.5538579821586609,3.9689223766326904
7,0.3337869942188263,1.8769960403442383,0.525964081287384,3.6577975749969482
8,0.30744796991348267,1.8411719799041748,0.48344919085502625,3.609238862991333
9,0.2984052002429962,1.8642683029174805,0.47660285234451294,3.6745972633361816
10,0.28919434547424316,1.7007534503936768,0.48438307642936707,3.360173225402832
11,0.27250024676322937,1.7256454229354858,0.46001872420310974,3.4201762676239014
12,0.2702326476573944,1.6872812509536743,0.4726825952529907,3.357423782348633
13,0.25845789909362793,1.5627906322479248,0.4542376697063446,3.121286392211914
14,0.2434801161289215,1.1977847814559937,0.43787437677383423,2.398790121078491
15,0.24618685245513916,1.1139394044876099,0.45534804463386536,2.23823618888855
16,0.2307879477739334,1.1400320529937744,0.4307503402233124,2.307931900024414
17,0.228995680809021,0.9274256825447083,0.4443480968475342,1.887120246887207
18,0.22110484540462494,0.9675152897834778,0.42974090576171875,1.969469428062439
19,0.2284436672925949,0.8044205904006958,0.46100911498069763,1.6596477031707764
20,0.20008401572704315,0.7681363821029663,0.40200063586235046,1.5873874425888062
21,0.20324943959712982,0.6523227095603943,0.4156734347343445,1.3619409799575806
22,0.20509743690490723,0.653364896774292,0.4263586699962616,1.372233271598816
23,0.19711129367351532,0.5955740809440613,0.4144122302532196,1.2606621980667114
24,0.1933172345161438,0.5249646902084351,0.40977904200553894,1.1335684061050415
25,0.17528097331523895,0.5547381639480591,0.3749503791332245,1.1920685768127441
26,0.18662455677986145,0.5281387567520142,0.4095348119735718,1.138627529144287
27,0.17825482785701752,0.41578173637390137,0.39723098278045654,0.9141075015068054
28,0.17265555262565613,0.38840335607528687,0.3837711215019226,0.8667658567428589
29,0.1688179075717926,0.322884738445282,0.3799172639846802,0.7285199761390686
30,0.17961031198501587,0.24433588981628418,0.41822540760040283,0.5706963539123535
31,0.16782641410827637,0.2300373762845993,0.38753896951675415,0.545349657535553
32,0.1721089482307434,0.21609315276145935,0.40592795610427856,0.5114931464195251
33,0.171146959066391,0.17314660549163818,0.40197351574897766,0.41948822140693665
34,0.16635136306285858,0.15345358848571777,0.39891305565834045,0.3725382387638092
35,0.1582890748977661,0.13247498869895935,0.379675954580307,0.32276055216789246
36,0.16687311232089996,0.1357523798942566,0.4031815230846405,0.33502528071403503
37,0.15667566657066345,0.14548836648464203,0.38217052817344666,0.3628922700881958
38,0.15699051320552826,0.155848428606987,0.3869794011116028,0.3933626115322113
39,0.15868502855300903,0.1319669634103775,0.39325863122940063,0.33330073952674866
40,0.153119757771492,0.13808466494083405,0.37874653935432434,0.35646671056747437
41,0.14835548400878906,0.12215390056371689,0.37621018290519714,0.3133607804775238
42,0.1524285078048706,0.13720184564590454,0.38627344369888306,0.3544141352176666
43,0.15781515836715698,0.1457556039094925,0.4016112685203552,0.3784026801586151
44,0.1466795653104782,0.1270144134759903,0.374102383852005,0.33333858847618103
45,0.14376665651798248,0.12210655212402344,0.37101835012435913,0.31976577639579773
46,0.14271798729896545,0.12414127588272095,0.3685718774795532,0.32641273736953735
47,0.14477084577083588,0.13327637314796448,0.3775727152824402,0.3548317849636078
48,0.14496096968650818,0.12715992331504822,0.3767146170139313,0.3403579294681549
49,0.13258910179138184,0.11953998357057571,0.3516574501991272,0.32230186462402344
50,0.1388091742992401,0.14289510250091553,0.36733341217041016,0.3859711289405823
51,0.14785709977149963,0.13046446442604065,0.38987067341804504,0.35541096329689026
52,0.1387418508529663,0.11777247488498688,0.3681943118572235,0.3232070207595825
53,0.13615113496780396,0.15120263397693634,0.36883583664894104,0.40889230370521545
54,0.13468195497989655,0.12212919443845749,0.3676295876502991,0.3373662531375885
55,0.13289308547973633,0.12921124696731567,0.36107316613197327,0.35446518659591675
56,0.1330917626619339,0.141230508685112,0.3582454323768616,0.3903476297855377
57,0.132329061627388,0.13300585746765137,0.3642750084400177,0.3713315427303314
